"key","doc_count","breakingPeace","deception","kill","miscellaneous","royalOffences","theft","violentTheft","sexual","damage"
"1739","0","0","0","0","0","0","0","0","0","0"
"1740","0","0","0","0","0","0","0","0","0","0"
"1741","0","0","0","0","0","0","0","0","0","0"
"1742","0","0","0","0","0","0","0","0","0","0"
"1743","0","0","0","0","0","0","0","0","0","0"
"1744","0","0","0","0","0","0","0","0","0","0"
"1745","0","0","0","0","0","0","0","0","0","0"
"1746","0","0","0","0","0","0","0","0","0","0"
"1747","0","0","0","0","0","0","0","0","0","0"
"1748","0","0","0","0","0","0","0","0","0","0"
"1749","0","0","0","0","0","0","0","0","0","0"
"1750","0","0","0","0","0","0","0","0","0","0"
"1751","0","0","0","0","0","0","0","0","0","0"
"1752","0","0","0","0","0","0","0","0","0","0"
"1753","0","0","0","0","0","0","0","0","0","0"
"1754","0","0","0","0","0","0","0","0","0","0"
"1755","0","0","0","0","0","0","0","0","0","0"
"1756","0","0","0","0","0","0","0","0","0","0"
"1757","0","0","0","0","0","0","0","0","0","0"
"1758","0","0","0","0","0","0","0","0","0","0"
"1759","0","0","0","0","0","0","0","0","0","0"
"1760","0","0","0","0","0","0","0","0","0","0"
"1761","0","0","0","0","0","0","0","0","0","0"
"1762","0","0","0","0","0","0","0","0","0","0"
"1763","0","0","0","0","0","0","0","0","0","0"
"1764","0","0","0","0","0","0","0","0","0","0"
"1765","0","0","0","0","0","0","0","0","0","0"
"1766","0","0","0","0","0","0","0","0","0","0"
"1767","0","0","0","0","0","0","0","0","0","0"
"1768","0","0","0","0","0","0","0","0","0","0"
"1769","0","0","0","0","0","0","0","0","0","0"
"1770","0","0","0","0","0","0","0","0","0","0"
"1771","0","0","0","0","0","0","0","0","0","0"
"1772","0","0","0","0","0","0","0","0","0","0"
"1773","0","0","0","0","0","0","0","0","0","0"
"1774","0","0","0","0","0","0","0","0","0","0"
"1775","0","0","0","0","0","0","0","0","0","0"
"1776","0","0","0","0","0","0","0","0","0","0"
"1777","0","0","0","0","0","0","0","0","0","0"
"1778","0","0","0","0","0","0","0","0","0","0"
"1779","0","0","0","0","0","0","0","0","0","0"
"1780","0","0","0","0","0","0","0","0","0","0"
"1781","0","0","0","0","0","0","0","0","0","0"
"1782","0","0","0","0","0","0","0","0","0","0"
"1783","0","0","0","0","0","0","0","0","0","0"
"1784","0","0","0","0","0","0","0","0","0","0"
"1785","0","0","0","0","0","0","0","0","0","0"
"1786","0","0","0","0","0","0","0","0","0","0"
"1787","0","0","0","0","0","0","0","0","0","0"
"1788","0","0","0","0","0","0","0","0","0","0"
"1789","0","0","0","0","0","0","0","0","0","0"
"1790","0","0","0","0","0","0","0","0","0","0"
"1791","0","0","0","0","0","0","0","0","0","0"
"1792","0","0","0","0","0","0","0","0","0","0"
"1793","0","0","0","0","0","0","0","0","0","0"
"1794","0","0","0","0","0","0","0","0","0","0"
"1795","0","0","0","0","0","0","0","0","0","0"
"1796","0","0","0","0","0","0","0","0","0","0"
"1797","0","0","0","0","0","0","0","0","0","0"
"1798","0","0","0","0","0","0","0","0","0","0"
"1799","0","0","0","0","0","0","0","0","0","0"
"1800","82","1","5","1","1","4","59","11","0","0"
"1801","83","0","2","2","1","2","62","13","1","0"
"1802","75","1","5","0","3","6","44","17","0","0"
"1803","74","1","3","2","6","7","46","7","1","1"
"1804","57","1","6","2","5","3","35","4","1","0"
"1805","53","0","5","1","10","6","26","5","0","0"
"1806","52","0","7","0","4","3","31","6","1","0"
"1807","60","1","6","2","3","3","39","6","0","0"
"1808","72","1","0","2","2","4","50","11","2","0"
"1809","77","1","4","0","2","4","55","8","2","1"
"1810","101","2","2","1","3","6","73","12","2","0"
"1811","104","2","7","4","3","5","69","12","1","1"
"1812","103","0","7","2","5","9","65","15","0","0"
"1813","114","0","9","2","6","9","77","12","0","1"
"1814","126","4","4","3","3","12","80","18","1","1"
"1815","104","2","3","1","3","2","80","11","2","0"
"1816","174","1","3","2","1","8","122","35","2","0"
"1817","167","1","5","1","4","3","117","37","1","0"
"1818","166","0","4","3","2","22","116","20","0","0"
"1819","150","2","3","1","0","13","110","20","1","0"
"1820","174","2","1","0","2","28","106","35","1","0"
"1821","124","1","2","0","3","18","74","25","1","0"
"1822","108","1","5","1","4","3","77","14","3","1"
"1823","107","4","0","0","5","5","87","9","0","0"
"1824","126","3","4","1","1","3","104","10","0","0"
"1825","135","2","0","1","1","2","119","9","1","0"
"1826","164","0","1","1","8","4","122","26","1","1"
"1827","180","1","5","1","6","6","132","29","1","0"
"1828","144","5","7","1","2","13","99","16","1","0"
"1829","116","3","11","1","3","7","76","12","2","1"
"1830","108","3","3","1","2","3","89","7","0","0"
"1831","129","6","4","1","3","6","105","7","0","0"
"1832","101","7","5","4","1","2","67","15","1","0"
"1833","80","3","0","2","2","0","61","12","0","0"
"1834","34","8","0","1","1","0","13","11","0","0"
"1835","57","8","1","2","0","0","37","7","2","0"
"1836","45","7","1","1","0","0","21","14","1","0"
"1837","46","7","0","3","0","0","23","12","2","0"
"1838","5","2","0","2","0","0","0","1","0","0"
"1839","14","2","0","4","0","0","0","0","8","0"
"1840","5","2","0","1","0","0","0","0","2","0"
"1841","5","0","0","3","0","0","0","0","2","0"
"1842","7","0","0","3","0","1","0","1","2","0"
"1843","7","2","0","2","0","0","2","1","0","0"
"1844","6","0","0","3","0","0","0","1","2","0"
"1845","7","0","0","5","0","0","0","0","2","0"
"1846","5","2","0","2","0","0","0","0","0","1"
"1847","7","1","0","5","0","0","0","0","1","0"
"1848","9","3","0","4","0","0","1","0","1","1"
"1849","6","3","0","1","0","0","1","1","0","0"
"1850","3","1","0","2","0","0","0","0","0","0"
"1851","3","1","0","1","0","0","0","0","0","1"
"1852","3","1","0","1","0","0","0","0","0","1"
"1853","7","4","0","2","0","0","0","0","1","0"
"1854","2","0","0","0","0","0","0","1","0","1"
"1855","7","2","0","3","0","0","0","0","1","1"
"1856","11","0","0","8","0","0","1","0","1","1"
"1857","5","0","0","3","0","0","1","0","1","0"
"1858","5","2","0","2","0","0","1","1","0","0"
"1859","8","2","0","3","0","0","1","1","1","0"
"1860","8","2","0","3","0","0","2","0","1","0"
"1861","7","1","0","5","0","0","1","0","0","0"
"1862","5","0","0","5","0","0","0","0","0","0"
"1863","2","0","0","2","0","0","0","0","0","0"
"1864","5","0","0","5","0","0","0","0","0","0"
"1865","3","0","0","3","0","0","0","0","0","0"
"1866","1","0","0","1","0","0","0","0","0","0"
"1867","3","0","0","3","0","0","0","0","0","0"
"1868","3","0","0","3","0","0","0","0","0","0"
"1869","3","0","0","3","0","0","0","0","0","0"
"1870","4","0","0","4","0","0","0","0","0","0"
"1871","2","0","0","2","0","0","0","0","0","0"
"1872","5","0","0","5","0","0","0","0","0","0"
"1873","0","0","0","0","0","0","0","0","0","0"
"1874","6","1","0","5","0","0","0","0","0","0"
"1875","5","0","0","5","0","0","0","0","0","0"
"1876","6","0","0","6","0","0","0","0","0","0"
"1877","5","0","0","5","0","0","0","0","0","0"
"1878","1","0","0","1","0","0","0","0","0","0"
"1879","6","0","0","6","0","0","0","0","0","0"
"1880","6","0","0","6","0","0","0","0","0","0"
"1881","2","0","0","2","0","0","0","0","0","0"
"1882","4","0","0","4","0","0","0","0","0","0"
"1883","5","0","0","5","0","0","0","0","0","0"
"1884","9","0","0","9","0","0","0","0","0","0"
"1885","6","0","0","6","0","0","0","0","0","0"
"1886","1","0","0","1","0","0","0","0","0","0"
"1887","3","0","0","3","0","0","0","0","0","0"
"1888","6","1","0","6","0","0","0","0","0","0"
"1889","0","0","0","0","0","0","0","0","0","0"
"1890","6","0","0","6","0","0","0","0","0","0"
"1891","3","0","0","3","0","0","0","0","0","0"
"1892","6","0","0","6","0","0","0","0","0","0"
"1893","5","0","0","5","0","0","0","0","0","0"
"1894","2","0","0","2","0","0","1","0","0","0"
"1895","2","0","0","2","0","0","0","0","0","0"
"1896","8","0","0","8","0","0","0","0","0","0"
"1897","2","0","0","2","0","0","0","0","0","0"
"1898","8","0","0","8","0","0","0","0","0","0"
"1899","10","0","0","10","0","0","0","0","0","0"
"1900","6","0","0","6","0","0","0","0","0","0"
"1901","7","0","0","7","0","0","0","0","0","0"
"1902","9","0","0","9","0","0","0","0","0","0"
"1903","6","0","0","6","0","0","0","0","0","0"
"1904","7","0","0","7","0","0","0","0","0","0"
"1905","10","0","0","10","0","0","0","0","0","0"
"1906","3","0","0","3","0","0","0","0","0","0"
"1907","4","0","0","4","0","0","0","0","0","0"
"1908","6","0","0","6","0","0","0","0","0","0"
"1909","8","1","0","8","0","0","0","1","0","0"
"1910","6","0","0","6","0","0","0","0","0","0"
"1911","9","0","0","9","0","0","0","0","0","1"
"1912","8","1","0","8","0","0","0","0","0","0"
"1913","0","0","0","0","0","0","0","0","0","0"
